Sample ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm),,,States,Concentration,Pesticide Data Table in 2018,,,
NY1804230145RANY1P,RA,B61,Pyraclostrobin,F,0.03,0.001,M,HR,,,,O,805,80,7,,,NY,0.03,,,,
NY1804230145RANY1P,RA,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,0.2,,,NY,0.0017,,,,
NY1804230145RANY1P,RA,679,Myclobutanil,L,0.003,0.001,M,HR,,,,O,805,80,10,,,NY,0.003,,,,
NY1804230145RANY1P,RA,AGW,Chlorantraniliprole,I,0.0025,0.0015,M,HR,,Q,,O,805,80,5,,,NY,0.0025,,,,
NY1804230145RANY1P,RA,B72,Tetraconazole,L,0.009,0.001,M,HR,,,,O,805,80,0.2,,,NY,0.009,,,,
NY1804230145RANY1P,RA,AKW,Fluxapyroxad,A,0.007,0.001,M,HR,,,,O,805,80,5.7,,,NY,0.007,,,,
NY1804230145RANY1P,RA,AKG,Fluopyram,A,0.007,0.001,M,HR,,,,O,805,80,3,,,NY,0.007,,,,
NY1804230145RANY1P,RA,B57,Quinoxyfen,I,0.0061,0.0012,M,GT,,,,O,805,35,2,,,NY,0.0061,,,,
NY1804230145RANY1P,RA,AHM,Spirotetramat,I,0.02,0.0015,M,HR,,,,O,805,80,3,,,NY,0.02,,,,
NY1804230145RANY1P,RA,B79,Trifloxystrobin,F,0.013,0.001,M,HR,,,,O,805,80,5,,,NY,0.013,,,,
NY1804230145RANY1P,RA,AFM,Flutriafol,L,0.011,0.001,M,HR,,,,O,805,80,2.4,,,NY,0.011,,,,
NY1804230145RANY1P,RA,A58,Tebuconazole,L,0.011,0.001,M,HR,,,,O,805,80,5,,,NY,0.011,,,,
NY1804230145RANY1P,RA,967,Imidacloprid,A,0.011,0.001,M,HR,,,,O,805,80,1.5,,,NY,0.011,,,,
NY1804230145RANY1P,RA,B75,Boscalid,A,0.078,0.001,M,GT,,,,O,805,35,8.5,,,NY,0.078,,,,
NY1804230226RANY1P,RA,AES,Methoxyfenozide,I,0.18,0.001,M,HR,,,E,O,805,80,1.5,,,NY,0.18,,,,
NY1804230226RANY1P,RA,B22,Cyprodinil,V,0.11,0.003,M,GT,,,,O,805,35,5,,,NY,0.11,,,,
NY1804230226RANY1P,RA,B57,Quinoxyfen,I,0.002,0.0012,M,GT,,Q,,O,805,35,2,,,NY,0.002,,,,
NY1804230226RANY1P,RA,B52,Buprofezin,F,0.0017,0.001,M,HR,,Q,,O,805,80,2.5,,,NY,0.0017,,,,
NY1804230226RANY1P,RA,AKG,Fluopyram,A,0.0017,0.001,M,HR,,Q,,O,805,80,3,,,NY,0.0017,,,,
NY1804230226RANY1P,RA,679,Myclobutanil,L,0.0017,0.001,M,HR,,Q,,O,805,80,10,,,NY,0.0017,,,,
NY1804230226RANY1P,RA,B58,Difenoconazole,L,0.003,0.001,M,HR,,,,O,805,80,6,,,NY,0.003,,,,
NY1804230226RANY1P,RA,B23,Fludioxonil,A,0.01,0.006,M,GT,,Q,,O,805,35,2,,,NY,0.01,,,,
NY1804230226RANY1P,RA,A58,Tebuconazole,L,0.01,0.001,M,HR,,,,O,805,80,5,,,NY,0.01,,,,
NY1804230226RANY1P,RA,B80,Acetamiprid,A,0.009,0.001,M,HR,,,,O,805,80,0.35,,,NY,0.009,,,,
NY1804230226RANY1P,RA,AEP,Clothianidin,F,0.007,0.005,M,HR,,,,O,805,80,0.6,,,NY,0.007,,,,
NY1804230226RANY1P,RA,967,Imidacloprid,A,0.007,0.001,M,HR,,,,O,805,80,1.5,,,NY,0.007,,,,
NY1804230226RANY1P,RA,B79,Trifloxystrobin,F,0.006,0.001,M,HR,,,,O,805,80,5,,,NY,0.006,,,,
NY1804230226RANY1P,RA,B72,Tetraconazole,L,0.019,0.001,M,HR,,,,O,805,80,0.2,,,NY,0.019,,,,
NY1804230226RANY1P,RA,B61,Pyraclostrobin,F,0.015,0.001,M,HR,,,,O,805,80,7,,,NY,0.015,,,,
NY1804230226RANY1P,RA,781,Cyfluthrin,O,0.0125,0.0075,M,GT,,Q,,O,805,35,3.5,,,NY,0.0125,,,,
NY1804230226RANY1P,RA,AHS,Flubendiamide,I,0.045,0.001,M,HR,,,,O,805,80,1.4,,,NY,0.045,,,,
NY1804230226RANY1P,RA,B75,Boscalid,A,0.034,0.001,M,GT,,,,O,805,35,8.5,,,NY,0.034,,,,
NY1804230262RANY1P,RA,70,Piperonyl butoxide,I,0.017,0.0015,M,GT,,,,O,805,35,10,,,NY,0.017,,,,
NY1804230262RANY1P,RA,AFM,Flutriafol,L,0.055,0.001,M,HR,,,,O,805,80,2.4,,,NY,0.055,,,,
NY1804230262RANY1P,RA,B75,Boscalid,A,0.0017,0.001,M,GT,,Q,,O,805,35,8.5,,,NY,0.0017,,,,
NY1804230262RANY1P,RA,679,Myclobutanil,L,0.004,0.001,M,HR,,,,O,805,80,10,,,NY,0.004,,,,
NY1804230262RANY1P,RA,B79,Trifloxystrobin,F,0.003,0.001,M,HR,,,,O,805,80,5,,,NY,0.003,,,,
NY1804230262RANY1P,RA,AHM,Spirotetramat,I,0.009,0.0015,M,HR,,,,O,805,80,3,,,NY,0.009,,,,
NY1804230262RANY1P,RA,B42,Kresoxim-methyl,I,0.0075,0.0015,M,GT,,,,O,805,35,1.5,,,NY,0.0075,,,,
NY1804230262RANY1P,RA,AES,Methoxyfenozide,I,0.006,0.001,M,HR,,,,O,805,80,1.5,,,NY,0.006,,,,
NY1804230262RANY1P,RA,B57,Quinoxyfen,I,0.0052,0.0012,M,GT,,,,O,805,35,2,,,NY,0.0052,,,,
NY1804230262RANY1P,RA,967,Imidacloprid,A,0.005,0.001,M,HR,,,,O,805,80,1.5,,,NY,0.005,,,,
NY1804230267RANY1P,RA,B75,Boscalid,A,0.011,0.001,M,GT,,,,O,805,35,8.5,,,NY,0.011,,,,
NY1804230267RANY1P,RA,AES,Methoxyfenozide,I,0.068,0.001,M,HR,,,,O,805,80,1.5,,,NY,0.068,,,,
NY1804230267RANY1P,RA,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,0.2,,,NY,0.0017,,,,
NY1804230267RANY1P,RA,A58,Tebuconazole,L,0.003,0.001,M,HR,,,,O,805,80,5,,,NY,0.003,,,,
NY1804230267RANY1P,RA,AFM,Flutriafol,L,0.009,0.001,M,HR,,,,O,805,80,2.4,,,NY,0.009,,,,
NY1804230267RANY1P,RA,679,Myclobutanil,L,0.009,0.001,M,HR,,,,O,805,80,10,,,NY,0.009,,,,
NY1804230267RANY1P,RA,B57,Quinoxyfen,I,0.0065,0.0012,M,GT,,,,O,805,35,2,,,NY,0.0065,,,,
NY1804230267RANY1P,RA,B61,Pyraclostrobin,F,0.006,0.001,M,HR,,,,O,805,80,7,,,NY,0.006,,,,
NY1804230267RANY1P,RA,B52,Buprofezin,F,0.003,0.001,M,HR,,,,O,805,80,2.5,,,NY,0.003,,,,
NY1804230269RANY1P,RA,B75,Boscalid,A,0.078,0.001,M,GT,,,,O,805,35,8.5,,,NY,0.078,,,,
NY1804230269RANY1P,RA,967,Imidacloprid,A,0.041,0.001,M,HR,,,,O,805,80,1.5,,,NY,0.041,,,,
NY1804230269RANY1P,RA,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,0.2,,,NY,0.0017,,,,
NY1804230269RANY1P,RA,B72,Tetraconazole,L,0.004,0.001,M,HR,,,,O,805,80,0.2,,,NY,0.004,,,,
NY1804230269RANY1P,RA,B79,Trifloxystrobin,F,0.003,0.001,M,HR,,,,O,805,80,5,,,NY,0.003,,,,
NY1804230269RANY1P,RA,AGW,Chlorantraniliprole,I,0.0025,0.0015,M,HR,,Q,,O,805,80,5,,,NY,0.0025,,,,
NY1804230269RANY1P,RA,A58,Tebuconazole,L,0.008,0.001,M,HR,,,,O,805,80,5,,,NY,0.008,,,,
NY1804230269RANY1P,RA,B57,Quinoxyfen,I,0.0064,0.0012,M,GT,,,,O,805,35,2,,,NY,0.0064,,,,
NY1804230269RANY1P,RA,AHM,Spirotetramat,I,0.006,0.0015,M,HR,,,,O,805,80,3,,,NY,0.006,,,,
NY1804230269RANY1P,RA,679,Myclobutanil,L,0.005,0.001,M,HR,,,,O,805,80,10,,,NY,0.005,,,,
NY1804230269RANY1P,RA,B61,Pyraclostrobin,F,0.026,0.001,M,HR,,,,O,805,80,7,,,NY,0.026,,,,
NY1804230269RANY1P,RA,AFS,Fenpyroximate,F,0.012,0.003,M,HR,,,,O,805,80,1,,,NY,0.012,,,,
NY1804230281RANY1P,RA,AKG,Fluopyram,A,0.079,0.001,M,HR,,,,O,805,80,3,,,NY,0.079,,,,
NY1804230281RANY1P,RA,ANE,Flupyradifurone,I,0.18,0.003,M,HR,,,E,O,805,80,5,,,NY,0.18,,,,
NY1804230281RANY1P,RA,B61,Pyraclostrobin,F,0.008,0.001,M,HR,,,,O,805,80,7,,,NY,0.008,,,,
NY1804230281RANY1P,RA,AHS,Flubendiamide,I,0.007,0.001,M,HR,,,,O,805,80,1.4,,,NY,0.007,,,,
NY1804230281RANY1P,RA,679,Myclobutanil,L,0.006,0.001,M,HR,,,,O,805,80,10,,,NY,0.006,,,,
NY1804230281RANY1P,RA,A58,Tebuconazole,L,0.005,0.001,M,HR,,,,O,805,80,5,,,NY,0.005,,,,
NY1804230281RANY1P,RA,B72,Tetraconazole,L,0.004,0.001,M,HR,,,,O,805,80,0.2,,,NY,0.004,,,,
NY1804230281RANY1P,RA,AHM,Spirotetramat,I,0.026,0.0015,M,HR,,,,O,805,80,3,,,NY,0.026,,,,
NY1804230281RANY1P,RA,B75,Boscalid,A,0.024,0.001,M,GT,,,,O,805,35,8.5,,,NY,0.024,,,,
NY1804230281RANY1P,RA,AES,Methoxyfenozide,I,0.018,0.001,M,HR,,,,O,805,80,1.5,,,NY,0.018,,,,
NY1804230286RANY1P,RA,58,MGK-264,F,0.021,0.0015,M,GT,,,,O,805,35,5,,,NY,0.021,,,,
NY1804230286RANY1P,RA,AES,Methoxyfenozide,I,0.058,0.001,M,HR,,,,O,805,80,1.5,,,NY,0.058,,,,
NY1804230286RANY1P,RA,A58,Tebuconazole,L,0.003,0.001,M,HR,,,,O,805,80,5,,,NY,0.003,,,,
NY1804230286RANY1P,RA,930,Bifenthrin,O,0.004,0.001,M,GT,,,,O,805,35,0.2,,,NY,0.004,,,,
NY1804230286RANY1P,RA,70,Piperonyl butoxide,I,0.014,0.0015,M,GT,,,,O,805,35,10,,,NY,0.014,,,,
NY1804230286RANY1P,RA,967,Imidacloprid,A,0.01,0.001,M,HR,,,,O,805,80,1.5,,,NY,0.01,,,,
NY1804230286RANY1P,RA,AHM,Spirotetramat,I,0.035,0.0015,M,HR,,,,O,805,80,3,,,NY,0.035,,,,
NY1804230088RANY1P,RA,AES,Methoxyfenozide,I,0.013,0.001,M,HR,,,,O,805,80,1.5,,,NY,0.013,,,,
NY1804230089RANY1P,RA,967,Imidacloprid,A,0.025,0.001,M,HR,,,,O,805,80,1.5,,,NY,0.025,,,,
NY1804230145RANY1P,RA,ANE,Flupyradifurone,I,0.05,0.003,M,HR,,,,O,805,80,5,,,NY,0.05,,,,
NY1804230226RANY1P,RA,AHM,Spirotetramat,I,0.033,0.0015,M,HR,,,,O,805,80,3,,,NY,0.033,,,,
NY1804230262RANY1P,RA,58,MGK-264,F,0.018,0.0015,M,GT,,,,O,805,35,5,,,NY,0.018,,,,
NY1804230267RANY1P,RA,AKG,Fluopyram,A,0.015,0.001,M,HR,,,,O,805,80,3,,,NY,0.015,,,,
NY1804230269RANY1P,RA,AES,Methoxyfenozide,I,0.012,0.001,M,HR,,,,O,805,80,1.5,,,NY,0.012,,,,
NY1804230281RANY1P,RA,967,Imidacloprid,A,0.013,0.001,M,HR,,,,O,805,80,1.5,,,NY,0.013,,,,
NY1804230286RANY1P,RA,B72,Tetraconazole,L,0.025,0.001,M,HR,,,,O,805,80,0.2,,,NY,0.025,,,,
NY1804230267RCTX1P,RC,B24,Pyriproxyfen,F,0.002,0.001,M,LU,,,,O,805,52,1,,,NY,0.002,,,,
NY1804230089WFCA1P,WF,70,Piperonyl butoxide,I,0.52,0.0025,M,GT,,,,O,805,35,20,,,NY,0.52,,,,
NY1804230226WFCA1P,WF,612,Deltamethrin  (includes parent Tralomethrin),O,0.013,0.0012,M,GT,,,,O,805,35,1,,,NY,0.013,,,,
NY1804230262WFCA1P,WF,612,Deltamethrin  (includes parent Tralomethrin),O,0.012,0.0012,M,GT,,,,O,805,35,1,,,NY,0.012,,,,
NY1804230281WFCA1P,WF,612,Deltamethrin  (includes parent Tralomethrin),O,0.0024,0.0012,M,GT,,,,O,805,35,1,,,NY,0.0024,,,,
NY1804230281WFCA1P,WF,70,Piperonyl butoxide,I,0.047,0.0025,M,GT,,,,O,805,35,20,,,NY,0.047,,,,
NY1804230088WFCA1P,WF,52,Malathion,C,0.0062,0.0025,M,LU,,,,O,805,52,8,,,NY,0.0062,,,,
NY1804230089WFCA1P,WF,612,Deltamethrin  (includes parent Tralomethrin),O,0.028,0.0012,M,GT,,,,O,805,35,1,,,NY,0.028,,,,
NY1804230226WFCA1P,WF,235,Chlorpyrifos methyl,C,0.024,0.0012,M,GT,,,,O,805,35,6,,,NY,0.024,,,,
NY1804230262WFCA1P,WF,235,Chlorpyrifos methyl,C,0.0098,0.0012,M,GT,,,,O,805,35,6,,,NY,0.0098,,,,
NY1804230267WFCA1P,WF,612,Deltamethrin  (includes parent Tralomethrin),O,0.0042,0.0012,M,GT,,,,O,805,35,1,,,NY,0.0042,,,,
NY1804230281WFCA1P,WF,52,Malathion,C,0.0025,0.0025,M,LU,,,,O,805,52,8,,,NY,0.0025,,,,
NY1804170068SNOH1,SN,B61,Pyraclostrobin,F,0.0033,0.002,M,LU,,Q,,O,805,52,0.5,,,NY,0.0033,,,,
NY1804170113SNOH1,SN,AEM,"Cyhalothrin, Lambda",O,0.0033,0.002,M,GT,,Q,,O,805,35,0.2,,,NY,0.0033,,,,
NY1804170127SNOH1,SN,171,Dimethoate,C,0.0693,0.015,M,LU,,,,O,805,52,2,,,NY,0.0693,,,,
NY1804170135SNOH1,SN,AEM,"Cyhalothrin, Lambda",O,0.0033,0.002,M,GT,,Q,,O,805,35,0.2,,,NY,0.0033,,,,
NY1804170142SNOH1,SN,AEM,"Cyhalothrin, Lambda",O,0.0212,0.002,M,GT,,,,O,805,35,0.2,,,NY,0.0212,,,,
NY1804170156SNOH1,SN,AEM,"Cyhalothrin, Lambda",O,0.0033,0.002,M,GT,,Q,,O,805,35,0.2,,,NY,0.0033,,,,
NY1804170186SNOH1,SN,B48,Azoxystrobin,F,0.0033,0.002,M,LU,,Q,,O,805,52,3,,,NY,0.0033,,,,
NY1804170068SNOH1,SN,AEM,"Cyhalothrin, Lambda",O,0.0033,0.002,M,GT,,Q,,O,805,35,0.2,,,NY,0.0033,,,,
NY1804170068SNOH1,SN,ABB,Spinosad,I,0.0033,0.002,M,LU,,Q,,O,805,52,0.3,,,NY,0.0033,,,,
NY1804170113SNOH1,SN,597,Cypermethrin,O,0.0441,0.012,M,GT,,,,O,805,35,0.5,,,NY,0.0441,,,,
NY1804170113SNOH1,SN,171,Dimethoate,C,0.0875,0.015,M,LU,,,,O,805,52,2,,,NY,0.0875,,,,
NY1804170113SNOH1,SN,A58,Tebuconazole,L,0.0083,0.005,M,LU,,QV,,O,805,52,NT,,,NY,0.0083,,,,
NY1804170135SNOH1,SN,B48,Azoxystrobin,F,0.0103,0.002,M,LU,,,,O,805,52,3,,,NY,0.0103,,,,
NY1804170142SNOH1,SN,171,Dimethoate,C,0.0745,0.015,M,LU,,,,O,805,52,2,,,NY,0.0745,,,,
NY1804170142SNOH1,SN,597,Cypermethrin,O,0.0673,0.012,M,GT,,,,O,805,35,0.5,,,NY,0.0673,,,,
NY1804170186SNOH1,SN,AEM,"Cyhalothrin, Lambda",O,0.0033,0.002,M,GT,,Q,,O,805,35,0.2,,,NY,0.0033,,,,
NY1804170113KWMI1,KW,B23,Fludioxonil,A,2,0.065,M,LU,,,,O,805,64,20,,,NY,2,,,,
NY1804170128KWMI1,KW,B23,Fludioxonil,A,2.9,0.065,M,LU,,,,O,805,64,20,,,NY,2.9,,,,
NY1804170135KWMI1,KW,B23,Fludioxonil,A,2.8,0.065,M,LU,,,,O,805,64,20,,,NY,2.8,,,,
NY1804170142KWMI1,KW,B23,Fludioxonil,A,4.7,0.065,M,LU,,,,O,805,64,20,,,NY,4.7,,,,
NY1804170186KWMI1,KW,626,Iprodione,A,0.19,0.025,M,GT,,,,O,805,35,10,,,NY,0.19,,,,
NY1804100031GOFL1,GO,B77,Dimethomorph,W,0.049,0.01,M,LU,,,,O,805,52,15,,,NY,0.049,,,,
NY1804100068GOFL1,GO,B48,Azoxystrobin,F,0.0036,0.002,M,LU,,,,O,805,52,7.5,,,NY,0.0036,,,,
NY1804100071GOFL1,GO,B77,Dimethomorph,W,0.037,0.01,M,LU,,,,O,805,52,15,,,NY,0.037,,,,
NY1804100093GOFL1,GO,612,Deltamethrin  (includes parent Tralomethrin),O,0.02,0.0075,M,GT,,,,O,805,35,1.5,,,NY,0.02,,,,
NY1804100127GOFL1,GO,612,Deltamethrin  (includes parent Tralomethrin),O,0.084,0.0075,M,GT,,,,O,805,35,1.5,,,NY,0.084,,,,
NY1804100142GOFL1,GO,ABB,Spinosad,I,0.0091,0.004,M,LU,,,,O,805,52,4,,,NY,0.0091,,,,
NY1804100156GOFL1,GO,B77,Dimethomorph,W,0.03,0.01,M,LU,,,,O,805,52,15,,,NY,0.03,,,,
NY1804100259GOFL1,GO,134,DCPA,A,0.16,0.005,M,GT,,,,O,805,35,1,,,NY,0.16,,,,
NY1804100071MACA1,MA,B48,Azoxystrobin,F,0.0018,0.0012,M,LU,,,,O,805,52,2,,,NY,0.0018,,,,
NY1804100031GOFL1,GO,B48,Azoxystrobin,F,0.11,0.002,M,LU,,,,O,805,52,7.5,,,NY,0.11,,,,
NY1804100093GOFL1,GO,134,DCPA,A,0.019,0.005,M,GT,,,,O,805,35,1,,,NY,0.019,,,,
NY1804100093GOFL1,GO,B48,Azoxystrobin,F,0.015,0.002,M,LU,,,,O,805,52,7.5,,,NY,0.015,,,,
NY1804100093GOFL1,GO,597,Cypermethrin,O,0.021,0.01,M,GT,,,,O,805,35,6,,,NY,0.021,,,,
NY1804100127GOFL1,GO,597,Cypermethrin,O,0.072,0.01,M,GT,,,,O,805,35,6,,,NY,0.072,,,,
NY1804100127GOFL1,GO,B48,Azoxystrobin,F,0.067,0.002,M,LU,,,,O,805,52,7.5,,,NY,0.067,,,,
NY1804100142GOFL1,GO,134,DCPA,A,0.028,0.005,M,GT,,,,O,805,35,1,,,NY,0.028,,,,
NY1804100142GOFL1,GO,B77,Dimethomorph,W,0.016,0.01,M,LU,,,,O,805,52,15,,,NY,0.016,,,,
NY1804100156GOFL1,GO,B48,Azoxystrobin,F,0.065,0.002,M,LU,,,,O,805,52,7.5,,,NY,0.065,,,,
NY1804100259GOFL1,GO,B77,Dimethomorph,W,0.075,0.01,M,LU,,,,O,805,52,15,,,NY,0.075,,,,
NY1804170006SNOH1,SN,B48,Azoxystrobin,F,0.0324,0.002,M,LU,,,,O,805,52,3,,,NY,0.0324,,,,
NY1804170006SNOH1,SN,930,Bifenthrin,O,0.0066,0.001,M,GT,,,,O,805,35,0.6,,,NY,0.0066,,,,
NY1804100127MACA1,MA,114,Chlorpropham,E,0.0062,0.0012,M,GT,,V,,O,805,35,NT,,,NY,0.0062,,,,
NY1804100127MACA1,MA,178,Omethoate,C,0.0015,0.0012,M,LU,,V,,O,805,52,NT,,,NY,0.0015,,,,
NY1804100127MACA1,MA,170,Methamidophos,C,0.0014,0.0012,M,LU,,,,O,805,52,0.02,,,NY,0.0014,,,,
NY1804100127MACA1,MA,204,Acephate,C,0.0077,0.005,M,LU,,,,O,805,52,0.02,,,NY,0.0077,,,,
NY1804100142MACA1,MA,157,Thiabendazole,B,0.2,0.0012,M,LU,,,,O,805,52,10,,,NY,0.2,,,,
NY1804100142MACA1,MA,B28,5-Hydroxythiabendazole,B,0.0023,0.0012,M,LU,,,,O,805,52,10,,,NY,0.0023,,,,
NY1804230226PDWA1P,PD,125,Diphenylamine (DPA),F,0.0053,0.002,M,GT,,V,,O,805,35,NT,,,NY,0.0053,,,,
NY1804230269PDWA1P,PD,B10,Hexythiazox,A,0.0097,0.002,M,LU,,,,O,805,64,1.3,,,NY,0.0097,,,,
OH1804160100CGFL1,CG,AGW,Chlorantraniliprole,I,0.034,0.02,M,LU,,,,O,805,52,4,,,OH,0.034,,,,
OH1804160118CGFL1,CG,539,Permethrin Total,O,0.012,0.005,M,GT,,,,O,805,35,6,,,OH,0.012,,,,
OH1804160118CGFL1,CG,967,Imidacloprid,A,0.018,0.01,M,LU,,,,O,805,52,3.5,,,OH,0.018,,,,
OH1804160100CGFL1,CG,B64,Fenamidone,A,0.1,0.01,M,LU,,,,O,805,52,5,,,OH,0.1,,,,
OH1804160113CGFL1,CG,607,Metalaxyl/Mefenoxam,F,0.0079,0.005,M,GT,,,,O,805,35,1,,,OH,0.0079,,,,
OH1804160118CGFL1,CG,A58,Tebuconazole,L,0.012,0.005,M,GT,,V,,O,805,35,NT,,,OH,0.012,,,,
OH1804160307CGFL1P,CG,967,Imidacloprid,A,0.025,0.01,M,LU,,,,O,805,52,3.5,,,OH,0.025,,,,
OH1804090113GKOH1,GK,ANE,Flupyradifurone,I,0.3008,0.03,M,LU,,,,O,805,52,40,,,OH,0.3008,,,,
OH1804090113GKOH1,GK,AHS,Flubendiamide,I,0.106,0.003,M,LU,,,,O,805,52,25,,,OH,0.106,,,,
OH1804090113GKOH1,GK,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,3.5,,,OH,0.0017,,,,
OH1804090113GKOH1,GK,B79,Trifloxystrobin,F,0.0033,0.002,M,LU,,Q,,O,805,52,30,,,OH,0.0033,,,,
OH1804090113GKOH1,GK,B75,Boscalid,A,0.0166,0.01,M,LU,,Q,,O,805,52,60,,,OH,0.0166,,,,
OH1804090113GKOH1,GK,AMB,Cyantraniliprole,I,0.0166,0.01,M,LU,,Q,,O,805,52,30,,,OH,0.0166,,,,
OH1804090113GKOH1,GK,AKG,Fluopyram,A,0.0134,0.002,M,LU,,,,O,805,52,50,,,OH,0.0134,,,,
OH1804090118GKOH1,GK,B75,Boscalid,A,2.8586,0.01,M,LU,,,,O,805,52,60,,,OH,2.8586,,,,
OH1804090118GKOH1,GK,AKD,Penthiopyrad,A,1.429,0.002,M,LU,,,,O,805,52,50,,,OH,1.429,,,,
OH1804090118GKOH1,GK,AKG,Fluopyram,A,0.0033,0.002,M,LU,,Q,,O,805,52,50,,,OH,0.0033,,,,
OH1804090118GKOH1,GK,AHT,Fluopicolide,A,0.0075,0.002,M,LU,,,,O,805,52,18,,,OH,0.0075,,,,
OH1804090118GKOH1,GK,B48,Azoxystrobin,F,0.0893,0.002,M,LU,,,,O,805,52,25,,,OH,0.0893,,,,
OH1804090419GKOH1P,GK,134,DCPA,A,0.0043,0.001,M,GT,,,,O,805,35,5,,,OH,0.0043,,,,
OH1804090422GKOH1P,GK,AGW,Chlorantraniliprole,I,0.3268,0.01,M,LU,,,,O,805,52,11,,,OH,0.3268,,,,
OH1804090422GKOH1P,GK,B48,Azoxystrobin,F,0.2448,0.002,M,LU,,,,O,805,52,25,,,OH,0.2448,,,,
OH1804090422GKOH1P,GK,B24,Pyriproxyfen,F,0.0083,0.001,M,GT,,,,O,805,35,2,,,OH,0.0083,,,,
OH1804090113GKOH1,GK,AKD,Penthiopyrad,A,0.3737,0.002,M,LU,,,,O,805,52,50,,,OH,0.3737,,,,
OH1804090118GKOH1,GK,607,Metalaxyl/Mefenoxam,F,0.0846,0.004,M,LU,,,,O,805,52,0.1,,,OH,0.0846,,,,
OH1804090419GKOH1P,GK,910,"DDE p,p'",A,0.0017,0.001,M,GT,,Q,,O,805,35,0.5 AL,,,OH,0.0017,,,,
OH1804090422GKOH1P,GK,930,Bifenthrin,O,1.44,0.001,M,GT,,,,O,805,35,3.5,,,OH,1.44,,,,
OH1804090118GOFL1,GO,B48,Azoxystrobin,F,0.022,0.002,M,LU,,,,O,805,52,7.5,,,OH,0.022,,,,
OH1804020203OLCA1P,OL,B52,Buprofezin,F,0.029,0.0012,M,LU,,,,O,805,52,3.5,,,OH,0.029,,,,
OH1804230118PDWA1,PD,70,Piperonyl butoxide,I,0.0056,0.005,M,GT,,,,O,805,35,10,,,OH,0.0056,,,,
OH1804230118PDWA1,PD,B75,Boscalid,A,0.032,0.0033,M,LU,,,,O,805,64,3.5,,,OH,0.032,,,,
OH1804090118GOFL1,GO,AKD,Penthiopyrad,A,0.033,0.01,M,LU,,,,O,805,52,3,,,OH,0.033,,,,
OH1804160307KWMI1P,KW,B22,Cyprodinil,V,0.76,0.015,M,GT,,,,O,805,35,1.8,,,OH,0.76,,,,
OH1804020100OLCA1,OL,808,Fenpropathrin,O,0.0085,0.0012,M,GT,,,,O,805,35,5,,,OH,0.0085,,,,
OH1804020107OLCA1P,OL,808,Fenpropathrin,O,0.014,0.0012,M,GT,,,,O,805,35,5,,,OH,0.014,,,,
OH1804020203OLCA1P,OL,808,Fenpropathrin,O,0.008,0.0012,M,GT,,,,O,805,35,5,,,OH,0.008,,,,
OH1804020440OLCA1P,OL,808,Fenpropathrin,O,0.0088,0.0012,M,GT,,,,O,805,35,5,,,OH,0.0088,,,,
OH1804230118PDWA1,PD,125,Diphenylamine (DPA),F,0.0029,0.002,M,GT,,V,,O,805,35,NT,,,OH,0.0029,,,,
OH1804230100RANY1,RA,808,Fenpropathrin,O,0.53,0.0022,M,GT,,,,O,805,35,10,,,OH,0.53,,,,
OH1804230100RANY1,RA,AFM,Flutriafol,L,0.11,0.001,M,HR,,,,O,805,80,2.4,,,OH,0.11,,,,
OH1804230100RANY1,RA,B52,Buprofezin,F,0.0017,0.001,M,HR,,Q,,O,805,80,2.5,,,OH,0.0017,,,,
OH1804230100RANY1,RA,B48,Azoxystrobin,F,0.0017,0.001,M,HR,,Q,,O,805,80,2,,,OH,0.0017,,,,
OH1804230100RANY1,RA,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,0.2,,,OH,0.0017,,,,
OH1804230100RANY1,RA,B61,Pyraclostrobin,F,0.003,0.001,M,HR,,,,O,805,80,7,,,OH,0.003,,,,
OH1804230100RANY1,RA,679,Myclobutanil,L,0.009,0.001,M,HR,,,,O,805,80,10,,,OH,0.009,,,,
OH1804230100RANY1,RA,B85,Spirodiclofen,I,0.0075,0.0045,M,HR,,Q,,O,805,80,6,,,OH,0.0075,,,,
OH1804230100RANY1,RA,B75,Boscalid,A,0.0073,0.001,M,GT,,,,O,805,35,8.5,,,OH,0.0073,,,,
OH1804230100RANY1,RA,B42,Kresoxim-methyl,I,0.0062,0.0015,M,GT,,,,O,805,35,1.5,,,OH,0.0062,,,,
OH1804230100RANY1,RA,AGW,Chlorantraniliprole,I,0.0061,0.0015,M,HR,,,,O,805,80,5,,,OH,0.0061,,,,
OH1804230100RANY1,RA,AES,Methoxyfenozide,I,0.016,0.001,M,HR,,,,O,805,80,1.5,,,OH,0.016,,,,
OH1804230100RANY1,RA,ANE,Flupyradifurone,I,0.013,0.003,M,HR,,,,O,805,80,5,,,OH,0.013,,,,
OH1804230100RANY1,RA,B57,Quinoxyfen,I,0.012,0.0012,M,GT,,,,O,805,35,2,,,OH,0.012,,,,
